Universal,Model,Model_ID,Code,Description,Work_Type,Labor_Hours,FRT
NO,Model 3,35,34040502,Sensor - TPMS - Rear - RH (Remove & Replace),Remove and Replace,0.42,0.42
NO,Model 3,35,34040602,Wheel Sensors - TPMS - Vehicle Set (Remove & Replace),Remove and Replace,0.96,0.96
NO,Model 3,35,34041150,TPMS (Sensor ID Drive Learn),Test/Adjust,0.12,0.12
NO,Model 3,35,39019175,Replace Motor Oil (DM),Remove and Replace,4.18,4.18
NO,Model 3,35,4001010001,Mount - Rear Drive Unit - RH (4DU),Remove and Install,2.16,2.16
NO,Model 3,35,4001010002,Mount - Rear Drive Unit - RH (4DU),Remove and Replace,2.16,2.16
NO,Model 3,35,4001010031,Oil Pump - Electric - Rear Drive Unit (4DU),Remove and Install,0.6,0.6
NO,Model 3,35,4001010032,Oil Pump - Electric - Rear Drive Unit (4DU),Remove and Replace,0.6,0.6
NO,Model 3,35,4001010041,Axle Seal - Output - Rear Drive Unit (4DU),Remove and Install,0.96,0.96
NO,Model 3,35,4001010042,Axle Seal - Output - Rear Drive Unit (4DU),Remove and Replace,0.96,0.96
NO,Model 3,35,4001010051,Heat Exchanger - Rear Drive Unit (4DU),Remove and Install,0.72,0.72
NO,Model 3,35,4001010052,Heat Exchanger - Rear Drive Unit (4DU),Remove and Replace,0.72,0.72
NO,Model 3,35,4001010081,Drive Unit - Rear (4DU),Remove and Install,3.54,3.54
NO,Model 3,35,4001010082,Drive Unit - Rear (4DU),Remove and Replace,4.14,4.14
NO,Model 3,35,4001010091,Mount - Rear Drive Unit - LH (4DU),Remove and Install,2.1,2.1
NO,Model 3,35,4001010092,Mount - Rear Drive Unit - LH (4DU),Remove and Replace,2.1,2.1
NO,Model 3,35,4001020001,Mount - Rear Drive Unit - RH (3DU),Remove and Install,2.1,2.1
NO,Model 3,35,4001020002,Mount - Rear Drive Unit - RH (3DU),Remove and Replace,2.1,2.1
NO,Model 3,35,4001020011,Ground Strap - Rear Drive Unit,Remove and Install,1.68,1.68
NO,Model 3,35,4001020012,Ground Strap - Rear Drive Unit,Remove and Replace,1.68,1.68
NO,Model 3,35,4001020021,Mount - Rear Drive Unit - LH (3DU),Remove and Install,2.1,2.1
NO,Model 3,35,4001020022,Mount - Rear Drive Unit - LH (3DU),Remove and Replace,2.1,2.1
NO,Model 3,35,4001020031,Heat Exchanger - Rear Drive Unit (3DU),Remove and Install,1.92,1.92
NO,Model 3,35,4001020032,Heat Exchanger - Rear Drive Unit (3DU),Remove and Replace,1.92,1.92
NO,Model 3,35,4001020041,Cover - Phase Out - Rear Drive Unit (3DU),Remove and Install,0.84,0.84
NO,Model 3,35,4001020042,Cover - Phase Out - Rear Drive Unit (3DU),Remove and Replace,0.84,0.84
NO,Model 3,35,4001020061,Oil Pump - Electric - Tesla - Rear Drive Unit,Remove and Install,0.78,0.78
NO,Model 3,35,4001020062,Oil Pump - Electric - Tesla - Rear Drive Unit,Remove and Replace,0.78,0.78
NO,Model 3,35,4001020071,Axle Seal - Output - Rear Drive Unit (3DU),Remove and Install,0.96,0.96
NO,Model 3,35,4001020072,Axle Seal - Output - Rear Drive Unit (3DU),Remove and Replace,1.02,1.02
NO,Model 3,35,4001020101,Drive Unit - Rear (3DU),Remove and Install,3.78,3.78
NO,Model 3,35,4001020102,Drive Unit - Rear (3DU),Remove and Replace,3.78,3.78
NO,Model 3,35,4001020111,Rear Drive Unit - Mosfet - LC,Remove and Install,3.96,3.96
NO,Model 3,35,4001020112,Rear Drive Unit - Mosfet - LC,Remove and Replace,3.96,3.96
NO,Model 3,35,4001020121,Filter - Oil - Rear Drive Unit (3DU),Remove and Install,0.78,0.78
NO,Model 3,35,4001020122,Filter - Oil - Rear Drive Unit (3DU),Remove and Replace,0.78,0.78
NO,Model 3,35,4030010011,Halfshaft - Rear Drive Unit - LH,Remove and Install,0.96,0.96
NO,Model 3,35,4030010012,Halfshaft - Rear Drive Unit - LH,Remove and Replace,0.96,0.96
NO,Model 3,35,4030010021,Halfshaft - Rear Drive Unit - RH,Remove and Install,0.96,0.96
NO,Model 3,35,4030010022,Halfshaft - Rear Drive Unit - RH,Remove and Replace,0.96,0.96
NO,Model 3,35,40300300300,Oil Pump Diagnostics,Diagnosis Only,0.42,0.42
NO,Model 3,35,44000134,HV Isolation Diagnostics,Diagnosis Only,2.5,2.5
YES,Model 3,35,44000204,HVIL Diagnostics,Diagnosis Only,1.0,1.0
NO,Model 3,35,4401010021,Actuator - Charge Port (Gen 3),Remove and Install,0.72,0.72
NO,Model 3,35,4401010022,Actuator - Charge Port (Gen 3),Remove and Replace,0.72,0.72
NO,Model 3,35,4401010031,Tube Assembly - Charge Port,Remove and Install,0.18,0.18
NO,Model 3,35,4401010032,Tube Assembly - Charge Port,Remove and Replace,0.18,0.18
NO,Model 3,35,4401010072,Charge Port - Charge Port IEC CP.,Remove and Replace,0.66,0.66
NO,Model 3,35,4401010081,Safety Cap - Charge Port (NA),Remove and Install,0.48,0.48
NO,Model 3,35,4401010082,Safety Cap - Charge Port (NA),Remove and Replace,0.48,0.48
NO,Model 3,35,4401010101,Door Assembly - Charge Port (NA),Remove and Install,0.66,0.66
NO,Model 3,35,4401010102,Door Assembly - Charge Port (NA),Remove and Replace,0.66,0.66
NO,Model 3,35,44010102202,DC Charge Port Latch Stick - GB,Remove and Replace,0.66,0.66
NO,Model 3,35,44010102302,AC Charge Port Latch Stick - GB,Remove and Replace,0.66,0.66
NO,Model 3,35,4401024021,ECU - Charge Port (Gen4),Remove and Install,0.24,0.24
NO,Model 3,35,4401024022,ECU - Charge Port (Gen4),Remove and Replace,0.24,0.24
NO,Model 3,35,44011601,Charge Port (NACS),Remove and Install,0.6,0.6
NO,Model 3,35,44011602,Charge Port (NACS),Remove and Replace,0.6,0.6
NO,Model 3,35,44011652,Charge Port (CCS),Remove and Replace,0.66,0.66
NO,Model 3,35,44012100,Charge Port Voltage Check,Test/Adjust,0.18,0.18
NO,Model 3,35,44012702,Charge Port (GB),,0.66,0.66
YES,Model 3,35,44013205,Charge Port - Manual Release of Cable,Maintenance,0.06,0.06
NO,Model 3,35,4450010021,HV Harness - Ancillary Bay,Remove and Install,1.08,1.08
NO,Model 3,35,4450010022,HV Harness - Ancillary Bay,Remove and Replace,1.08,1.08
NO,Model 3,35,4450010071,HV Harness - A/C Compressor,Remove and Install,0.72,0.72
NO,Model 3,35,4450010072,HV Harness - A/C Compressor,Remove and Replace,0.72,0.72
NO,Model 3,35,4450010091,HV Harness - HV Battery to Rear Drive Unit,Remove and Install,0.78,0.78
NO,Model 3,35,4450010092,HV Harness - HV Battery to Rear Drive Unit,Remove and Replace,0.78,0.78
YES,Model 3,35,46010100004,Diagnosis: Coolant Leak,General Diagnosis,0.5,0.5
YES,Model 3,35,50010102,Mobile Connector - UMC (Remove & Replace),Remove and Replace,0.0,0.0
YES,Model 3,35,50022002,Handle and Cable Assembly - 80A Wall Connector (Remove and Replace),Remove and Replace,0.58,0.58
YES,Model 3,35,50024002,Handle and Cable Assembly - 40A Wall Connector (Remove and Replace),Remove and Replace,0.58,0.58
YES,Model 3,35,61013108,Equip Tire Repair Kit,General diagnosis conclusion,0.0,0.0
YES,Model 3,35,7000005,Mobile Tire Dispatch Fee,Fee,0.01,0.01
YES,Model 3,35,70000105,Third Party Transport,Sublet,1.2,1.2
YES,Model 3,35,7000030,Parts Not Available - Add to future service visit,General diagnosis conclusion,0.0,0.0
YES,Model 3,35,70000305,Miscellaneous Labor,Fee,0.0,0.0
YES,Model 3,35,70002005,Non-Tesla (Rental),Sublet,0.0,0.0
YES,Model 3,35,70003805,Tesla Airport Service,Fee,1.2,1.2
YES,Model 3,35,7000405,Vehicle Storage,Fee,0.0,0.0
YES,Model 3,35,70004205,No Labor Performed - Unable to Perform via Mobile Service,General diagnosis conclusion,0.0,0.0
YES,Model 3,35,70004505,No Labor Performed - Part Replaced,Repair,0.0,0.0
YES,Model 3,35,70005700,Scrap Part Sale Over the Counter,Test/Adjust,0.0,0.0
YES,Model 3,35,70005805,Payment Collection Required,Fee,1.2,1.2
YES,Model 3,35,70008009,Additional Work Required - Corrosion Present,Maintenance,0.5,0.5
YES,Model 3,35,70020305,Upholstery - Sublet,Sublet,0.0,0.0
NO,Model 3,35,70020306,Vehicle Wrap – Color Film (Repair),Sublet,0.0,0.0
YES,Model 3,35,70020805,Glass Repair / Replacement  - Sublet,Sublet,0.0,0.0
NO,Model 3,35,70021015,Tesla Bodyshop Fascia Repair - Sublet,Sublet,0.0,0.0
NO,Model 3,35,70021025,Tesla Bodyshop Door Repair - Sublet,Sublet,0.0,0.0
NO,Model 3,35,70021055,Tesla Bodyshop Hood / Rear Trunk Repair - Sublet,Sublet,0.0,0.0
NO,Model 3,35,70021745,Tesla Bodyshop Exterior Lights Repair - Sublet ,Sublet,0.0,0.0
NO,Model 3,35,70023405,Tesla Bodyshop Wheel Hub Repair - Sublet,Sublet,0.0,0.0
YES,Model 3,35,70060005,Thread Repair,Maintenance,0.0,0.0
YES,Model 3,35,7007300,Other – Sublet,Sublet,0.0,0.0
YES,Model 3,35,7100001,NO LABOR PERFORMED,Repair,0.0,0.0
NO,Model 3,35,7100002,Seasonal Tire Storage,Fee,0.0,0.0
YES,Model 3,35,72000005,Loaner Fee,Fee,0.0,0.0
YES,Model 3,35,91000004,On Site – Education,Customer Education,0.0,0.0
YES,Model 3,35,91020105,Car Wash (Hand Wash),Detail Work,0.25,0.25
YES,Model 3,35,91020115,Car Wash (Mechanical Wash),Maintenance,0.24,0.24
YES,Model 3,35,91022005,Charge Vehicle,Restore,0.0,0.0
YES,Model 3,35,91022407,Vehicle Configuration Update,Program,0.05,0.05
YES,Model 3,35,91029006,Mobile Service Hub Repair,Retrofit,0.0,0.0
YES,Model 3,7,00000010,Remote – Education,Over The Air,0.0,0.0
YES,Model 3,7,00004107,Alert Diagnosis - Repair,General diagnosis conclusion,0.06,0.06
YES,Model 3,7,00004108,Alert Diagnosis (Repair) - Create New Service Activity for Repair,Test/Adjust,0.06,0.06
YES,Model 3,7,00005914,Service Collision Estimate,Inspection,0.0,0.0
YES,Model 3,7,00020003,Software Update,Over The Air,0.06,0.06
YES,Model 3,7,00020007,Firmware Update - Garage,Update,0.05,0.05
YES,Model 3,7,00020010,Remote – Known Characteristic of Current Firmware,Over The Air,0.25,0.25
YES,Model 3,7,00020020,Remote – Over the Air Update,Over The Air,0.25,0.25
YES,Model 3,7,00022008,User Data (Factory Reset),Restore,0.05,0.05
YES,Model 3,7,00023003,Clear Filesystem Caches,Module Reset/Reflashed,0.05,0.05
YES,Model 3,7,00030100,PDI (Without Test Drive),Inspection,0.12,0.12
YES,Model 3,7,00030410,Vehicle Health Check,Inspection,1.62,1.62
NO,Model 3,7,00030420,Four Wheel Check (on Lift),Test/Adjust,0.3,0.3
NO,Model 3,7,00031600,Perform Periodisk Kontroll av Kjøretøy (PKK) – Norway,Test/Adjust,1.0,1.0
NO,Model 3,7,00031700,Perform Etterkontroll Periodisk Kontroll av Kjøretøy (PKK) – Norway,Test/Adjust,0.4,0.4
YES,Model 3,7,00032201,Loaner Registration Confirmation,Inspection,0.2,0.2
NO,Model 3,7,00034300,TC support TAB Vehicle Configuration Change,Test/Adjust,0.2,0.2
YES,Model 3,7,00040100,Perform Post-Repair Validation Test Drive,Test/Adjust,0.3,0.3
YES,Model 3,7,00100004,General Diagnosis,General Diagnosis,0.5,0.5
YES,Model 3,7,00100014,Diagnosis: Unable to Replicate Concern,General diagnosis conclusion,0.0,0.0
YES,Model 3,7,00100024,Remote Diagnosis,Remote Diagnostics,0.3,0.3
YES,Model 3,7,10000004,Adjustment: Body / Closure Components,Test/Adjust,0.4,0.4
YES,Model 3,7,10010008,Tesla Body Repair - Miscellaneous Labor,Body Shop,0.0,0.0
NO,Model 3,7,10010009,Storage Fees,Body Shop,1.0,1.0
YES,Model 3,7,10010011,Tesla Body Repair - Structural,Body Shop,0.0,0.0
YES,Model 3,7,10010012,Tesla Body Structural - Sheet Metal Quotation,Test/Adjust,0.6,0.6
YES,Model 3,7,10010014,Tesla Body Structural - Sheet Metal Repair,Restore,1.0,1.0
YES,Model 3,7,10010015,Tesla Body Structural - Reassemble Parts,Test/Adjust,1.0,1.0
NO,Model 3,7,100111134,test ,Repair,0.5,0.5
NO,Model 3,7,10011202,Ankle Catcher Assembly (Remove & Replace),Remove and Replace,0.78,0.78
NO,Model 3,7,10012802,Fascia Assembly - Rear - Upper (Remove & Replace),Remove and Replace,0.72,0.72
NO,Model 3,7,10012902,Fascia Assembly - Rear - Lower (Remove & Replace),Remove and Replace,0.66,0.66
NO,Model 3,7,10013002,Fascia Assembly - Rear (Remove & Replace),Remove and Replace,0.72,0.72
NO,Model 3,7,10013008,Fascia Assembly - Rear (Swap),Restore,0.96,0.96
NO,Model 3,7,10013102,Bumper Beam - Rear (Remove & Replace),Remove and Replace,1.14,1.14
NO,Model 3,7,10014602,Air Extractor - LH (Remove & Replace),Remove and Replace,0.9,0.9
NO,Model 3,7,10014902,Air Extractor - RH (Remove & Replace),Remove and Replace,0.9,0.9
NO,Model 3,7,10017652,Trailer Hitch - Rear Energy Absorber (Retrofit),Retrofit,0.96,0.96
YES,Model 3,7,10100008,Tesla Body Repair - Mechanical Labor,Body Shop,0.0,0.0
NO,Model 3,7,10100102202,ASSEMBLY - A PILLAR OUTER - RIGHT HAND,Remove and Replace,34.3,34.3
NO,Model 3,7,10100102802,"ASY, A PILLAR OUTER, LEFT HAND",Remove and Replace,34.3,34.3
NO,Model 3,7,10100121102,ASSEMBLY - B PILLAR OUTER - RIGHT HAND,Remove and Replace,21.7,21.7
NO,Model 3,7,10100121802,"ASSEMBLY, REAR QUARTER OUTER, POWERED TRUNK, LEFT",Remove and Replace,12.5,12.5
NO,Model 3,7,10100121902,"ASY, B PILLAR OTR, LEFT HAND",Remove and Replace,21.7,21.7
NO,Model 3,7,10100122302,PANEL - REAR QUARTER OUTER - LEFT,Remove and Replace,7.8,7.8
NO,Model 3,7,10100140402,Quarter Outer Assembly (Without Upper Trough),Remove and Replace,12.5,12.5
NO,Model 3,7,10100251036,Trunk | Complete | Seam Seal,Installation,1.62,1.62
NO,Model 3,7,10100301036,Hood | Complete | Seam Sealer,Installation,0.6,0.6
NO,Model 3,7,10100302,Hood Assembly (Remove & Replace),Remove and Replace,0.48,0.48
NO,Model 3,7,10100400202,ASSEMBLY - CONSOLE MOUNT - REAR,Remove and Replace,1.2,1.2
NO,Model 3,7,10100503202,Door Outer Panels Rear,Remove and Replace,2.64,2.64
NO,Model 3,7,10100503302,Door Outer Panels Rear,Remove and Replace,2.64,2.64
NO,Model 3,7,10100651036,Rear Door | Complete | Seam Seal,Installation,0.6,0.6
NO,Model 3,7,10101003402,ASSEMBLY - OUTER TOEBOARD - LEFT HAND,Remove and Replace,3.12,3.12
NO,Model 3,7,10101003502,ASSEMBLY - REAR SHOCK TOWER SUPPORT - LEFT,Remove and Replace,8.85,8.85
NO,Model 3,7,10101003602,ASSEMBLY - REAR SHOCK TOWER SUPPORT - RIGHT HAND,Remove and Replace,8.85,8.85
NO,Model 3,7,10101003702,ASSEMBLY - SHOTGUN SHEAR WALL - LEFT HAND,Remove and Replace,2.34,2.34
NO,Model 3,7,10101003802,ASSEMBLY - SHOTGUN SHEAR WALL - RIGHT HAND,Remove and Replace,2.34,2.34
NO,Model 3,7,10101004302,PANEL - SHOCK TOWER CLOSEOUT - LEFT,Remove and Replace,4.08,4.08
NO,Model 3,7,10101010102,Shock Tower Closeout RIGHT,Remove and Replace,4.08,4.08
NO,Model 3,7,10101014802,ASSEMBLY - COWL TOP,Remove and Replace,3.6,3.6
NO,Model 3,7,10101014902,ASSEMBLY - DASH WITH COWL,Remove and Replace,18.5,18.5
NO,Model 3,7,10101015602,ASSEMBLY - SHOCK TOWER UPPER - LEFT HAND,Remove and Replace,11.8,11.8
NO,Model 3,7,10101015702,ASSEMBLY - SHOCK TOWER UPPER - RIGHT HAND,Remove and Replace,11.8,11.8
NO,Model 3,7,10101015902,ASSEMBLY - SHOTGUN TOWER - LEFT,Remove and Replace,8.85,8.85
NO,Model 3,7,10101016002,ASSEMBLY - SHOTGUN TOWER - RIGHT,Remove and Replace,8.85,8.85
NO,Model 3,7,10101016102,ASSEMBLY - TORQUE BOX OUTER - LEFT HAND,Remove and Replace,6.5,6.5
NO,Model 3,7,10101016202,ASSEMBLY - TORQUE BOX OUTER - RIGHT HAND,Remove and Replace,6.5,6.5
NO,Model 3,7,10101016302,ASSEMBLY DASH CROSSMEMBER,Remove and Replace,3.42,3.42
NO,Model 3,7,10101017102,PANEL - OUTER TOEBOARD - RIGHT,Remove and Replace,3.12,3.12
NO,Model 3,7,10101017502,PANEL - SHOTGUN OUTER - LEFT,Remove and Replace,4.2,4.2
NO,Model 3,7,10101028302,Toeboard,Remove and Replace,10.15,10.15
NO,Model 3,7,10101030402,Shotgun Outer,Remove and Replace,4.2,4.2
NO,Model 3,7,10101802002,ASSEMBLY - REAR PANEL COMPLETE,Remove and Replace,5.04,5.04
NO,Model 3,7,10101802702,PANEL - TRUNK FLOOR EXTENSION - LEFT,Remove and Replace,3.66,3.66
NO,Model 3,7,10101802902,REAR RAIL GLOVE UPPER - LEFT,Remove and Replace,10.7,10.7
NO,Model 3,7,10101803202,REAR RAIL GLOVE UPPER - RIGHT,Remove and Replace,10.7,10.7
NO,Model 3,7,10101812902,ASSEMBLY - RAIL TO REAR QUARTER LOWER EXTENSION - LEFT HAND,Remove and Replace,1.38,1.38
NO,Model 3,7,10101813002,ASSEMBLY - RAIL TO REAR QUARTER LOWER EXTENSION - RIGHT HAND,Remove and Replace,1.38,1.38
NO,Model 3,7,10101813502,ASSEMBLY - REAR MOTOR COVER,Remove and Replace,2.76,2.76
NO,Model 3,7,10101813602,ASSEMBLY - REAR RAIL GLOVE - LOWER,Remove and Replace,10.4,10.4
NO,Model 3,7,10101813702,ASSEMBLY - REAR RAIL UPPER - LEFT HAND,Remove and Replace,20.6,20.6
NO,Model 3,7,10101813802,ASSEMBLY - REAR RAIL UPPER - RIGHT HAND,Remove and Replace,20.6,20.6
NO,Model 3,7,10101814502,"ASSEMBLY, LAMP CAN, LEFT",Remove and Replace,5.1,5.1
NO,Model 3,7,10101814602,"ASSEMBLY, LAMP CAN, RIGHT",Remove and Replace,5.1,5.1
NO,Model 3,7,10101814702,"ASSEMBLY, TRUNK FLOOR",Remove and Replace,4.2,4.2
NO,Model 3,7,10101815102,"ASY,CROSSMEMBER HEELBOARD E-COATED",Remove and Replace,3.96,3.96
NO,Model 3,7,10101815702,PANEL - QUARTER OUTER EXTENSION PANEL - LEFT HAND,Remove and Replace,1.74,1.74
NO,Model 3,7,10101815802,PANEL - QUARTER OUTER EXTENSION PANEL - RIGHT HAND,Remove and Replace,1.74,1.74
NO,Model 3,7,10101816002,PANEL - TRUNK FLOOR EXTENSION - RIGHT,Remove and Replace,3.66,3.66
NO,Model 3,7,10101816102,"RAIL-REAR LOWER,LEFT HAND",Remove and Replace,25.15,25.15
NO,Model 3,7,10101816202,"RAIL-REAR LOWER,RIGHT HAND",Remove and Replace,25.15,25.15
NO,Model 3,7,10101822602,Third Row Seat Crossmember (Lower) Add Studs,Remove and Replace,0.3,0.3
NO,Model 3,7,10101900202,ASSEMBLY - REAR WHEELEFTOUSE OUTER EXTENSION - RIGHT,Remove and Replace,1.68,1.68
NO,Model 3,7,10101900302,"ASSEMBLY, C PILLAR EXTENSION, LEFT",Remove and Replace,15.1,15.1
NO,Model 3,7,10101900402,"ASSEMBLY, C PILLAR EXTENSION, LEFT (LOWER SECTION)",Remove and Replace,10.35,10.35
NO,Model 3,7,10101900502,"ASSEMBLY, C PILLAR EXTENSION, LEFT (UPPER SECTION)",Remove and Replace,10.0,10.0
NO,Model 3,7,10101900902,"PANEL, REAR WHEELEFTOUSE REAR STIFFENER, LEFT",Remove and Replace,8.9,8.9
NO,Model 3,7,10101909302,ASSEMBLY - REAR WHEELEFTOUSE OUTER EXTENSION - LEFT HAND,Remove and Replace,1.68,1.68
NO,Model 3,7,10101909402,ASSEMBLY - WHEELEFTOUSE EXTENSION TO SILL - RIGHT,Remove and Replace,2.46,2.46
NO,Model 3,7,10101910202,"ASY, PARCEL SHELF CROSSMEMBER",Remove and Replace,6.3,6.3
NO,Model 3,7,10101910302,"ASY, REAR TROUGH CENTER",Remove and Replace,2.04,2.04
NO,Model 3,7,10101910402,"ASY,DAMPER MOUNT RR-LEFT HAND",Remove and Replace,7.6,7.6
NO,Model 3,7,10101910502,"ASY,DAMPER MOUNT RR-RIGHT",Remove and Replace,7.6,7.6
NO,Model 3,7,10101910602,"EXTN,RR WHEELEFT HANDOUSE-LEFT HAND",Remove and Replace,2.46,2.46
NO,Model 3,7,10101910802,PANEL - REAR PARCEL SHELF EXTENSION - LEFT HAND,Remove and Replace,1.92,1.92
NO,Model 3,7,10101911202,PANEL - ROOF RAIL EXTENSION - LEFT HAND,Remove and Replace,10.65,10.65
NO,Model 3,7,10101911302,PANEL - ROOF RAIL EXTENSION - RIGHT HAND,Remove and Replace,10.65,10.65
NO,Model 3,7,10101911402,"PANEL, REAR PARCEL SHELF EXTENSION, RIGHT",Remove and Replace,1.92,1.92
NO,Model 3,7,10101911502,"PANEL, REAR WHEELEFTOUSE REAR STIFFENER, RIGHT",Remove and Replace,8.9,8.9
NO,Model 3,7,10101920902,Rear Wheel Arch (Section)- Right,Remove and Replace,10.15,10.15
NO,Model 3,7,10101921002,Rear Wheel Arch (Section) - Left,Remove and Replace,10.15,10.15
NO,Model 3,7,10101922102,Parcel Shelf Crossmember Assembly (Without Center Trough),Remove and Replace,5.64,5.64
NO,Model 3,7,10102118,Stud - Bump Stop - Lamp Can - LH (Repair),Repair,0.48,0.48
NO,Model 3,7,10102218,Stud - Bump Stop - Lamp Can - RH (Repair),Repair,0.48,0.48
NO,Model 3,7,10102318,Stud - Bump Stop - Lamp Can - Pair (Repair),Repair,0.72,0.72
NO,Model 3,7,10102900402,SILL OUTER (COMPLETE) - LEFT,Remove and Replace,37.85,37.85
NO,Model 3,7,10102900702,SILL OUTER (COMPLETE) - RIGHT,Remove and Replace,37.85,37.85
NO,Model 3,7,10102901202,SILL OUTER (REAR)- LEFT,Remove and Replace,11.9,11.9
NO,Model 3,7,10102902702,ASSEMBLY - REAR JACK PAD,Remove and Replace,10.4,10.4
NO,Model 3,7,10102904102,Sill Outer (Rear),Remove and Replace,11.9,11.9
NO,Model 3,7,10106502,Door Assembly - Rear - LH (Remove & Replace),Remove and Replace,1.02,1.02
NO,Model 3,7,10106552,Check Strap - Door - Rear - LH (Remove and Replace),Remove and Replace,0.6,0.6
NO,Model 3,7,10106602,Door Assembly - Rear - RH (Remove & Replace),Remove and Replace,1.02,1.02
NO,Model 3,7,10106652,Check Strap - Door - Rear - RH (Remove and Replace),Remove and Replace,0.6,0.6
NO,Model 3,7,10107002,Trunk (Remove & Replace),Remove and Replace,0.9,0.9
NO,Model 3,7,10107102,Power Trunk (Remove & Replace),Remove and Replace,0.9,0.9
YES,Model 3,7,10108608,Tesla Body Repair - Body Labor,Body Shop,0.0,0.0
YES,Model 3,7,10108808,Tesla Body Repair - Sublet,Body Shop,0.0,0.0
YES,Model 3,7,10109008,Structural Body Repair,Repair,0.0,0.0
YES,Model 3,7,10109108,Non-Structural Body Repair,Restore,0.0,0.0
YES,Model 3,7,10182019,Customer Generated Quote - Issue (Transaction) Resolved - Bound,General diagnosis conclusion,0.0,0.0
NO,Model 3,7,10203002,Glass - Rear Quarter - LH (Remove & Replace),Remove and Replace,1.08,1.08
NO,Model 3,7,10203102,Glass - Rear Quarter - RH (Remove & Replace),Remove and Replace,1.08,1.08
NO,Model 3,7,10204102,Glass - Backlight (Non-Heat Pump) (Remove & Replace),Remove and Replace,1.32,1.32
NO,Model 3,7,10204112,Glass - Backlight (Heat Pump) (Remove & Replace),Remove and Replace,1.02,1.02
NO,Model 3,7,10205002,Glass - Roof - Fixed (Remove & Replace),Remove and Replace,0.96,0.96
